20170629|https://www.thestockobserver.com/2017/06/29/reaves-utility-income-fund-utg-to-go-ex-dividend-on-june-14th-updated-updated.html|Reaves Utility Income Fund (UTG) Plans $0.16 Monthly|Reaves Utility Income Fund (NYSEMKT:UTG) declared a monthly dividend on Monday, April 10th, Wall Street Journal reports. Stockholders of record on Friday
20170629|https://www.thestockobserver.com/2017/06/29/reaves-utility-income-fund-utg-declares-monthly-dividend-of-0-16-updated-updated.html|Reaves Utility Income Fund (UTG) Announces $0.16|Reaves Utility Income Fund (NYSEMKT:UTG) declared a monthly dividend on Monday, April 10th, Wall Street Journal reports. Investors of record on Friday
